29,Multicolour Beaded Necklace,2560,Day to Day Accessories,p29.jpg,"Length 44cm plus 7cm extender. Matching item available.
25% Glass, 25% Acrylic, 15% Steel, 15% Polyester, 10% Brass, 5% Zinc, 5% Real Shell *Contains non-textile parts of animal origin."
30,The Diamond Store And Diamond Pendant Necklace in 9K White Gold,6500,Day to Day Accessories,p30.jpg,Brilliant blue topaz and dazzling white diamonds come together to form a glamorous necklace which will bring style and elegance to every outfit. The necklace features an oval cut 2.96CT blue topaz which is held in a 9K claw setting and is encased by 0.08CT of glistening Premium Quality Diamonds. Silver Adjustable Chain Included Pendant Dimensions are 14mm x 11mm at the widest point.
31,The Diamond Store And Diamond 0.02CT Ribbon Pendant Necklace in 9K White Gold,6250,Day to Day Accessories,p31.jpg,"Although traditionally given on 20th, 35th and 55th wedding anniversaries, the deep green emeralds of this ribbon pendant make it a popular choice for any special occasion. The unique ribbon design features 0.02CT of Premium Quality Diamonds and 0.22CT of emeralds all delicately held from a bright 9K gold white chain. Silver Adjustable Chain Included Pendant Dimensions are 19mm x 13mm"
32,Simply Silver Besel Pendant,4560,Day to Day Accessories,p32.jpg,"A silver pendant from Simply Silver featuring a round shape and a bezel set design.
100% Silver (Plated)"
33,"Fitbit Charge 4 Advanced Fitness Tracker with GPS, Swim Tracking & Up To 7 Day Battery, Black",5000,Other Electronics,p33.jpg,"Built-in GPS: With built-in GPS, leave your phone behind and explore the outdoors with pace and distance on your tracker and see a workout intensity map showing your route and effort in the app when you?re done"
34,iWatch Overall Protective Cover,1000,Other Electronics,p34.jpg,"360 full protection, you don't have to worry about your watch being scratched.99% high transparency. Reduction natural viewing experience"
35,Apple Watch Series 6,25000,Other Electronics,p35.jpg,"S6 SiP is up to 20% faster than Series 5
5GHz Wi-Fi and U1 Ultra Wideband chip
Track your daily activity on Apple Watch and see your trends in the Fitness app on iPhone"
36,Xiaomi Mi Band 5 Black Health and Fitness Tracker,18000,Other Electronics,p36.jpg,"Upto 14 Days Battery
Heart Rate Monitor
Sleep Tracker
Activity Tracker
5 ATM 50 m water resistance and swimming tracking
Pedometer
Sleep counte"
37,Apple AirPods Pro,36000,Other Electronics,p37.jpg,"Adaptive EQ automatically tunes music to the shape of your ear
Easy setup for all your Apple devices2
Quick access to Siri by saying ?Hey Siri?
The Wireless Charging Case delivers more than 24 hours of battery life"
38,Apple AirPods with Charging Case (Wired),22200,Other Electronics,p38.jpg,"New Apple H1 headphone chip delivers faster wireless connection to your devices
Charges quickly in the case
Case can be charged using the Lightning connector
Rich, high-quality audio and voice"
39,Apple EarPods with Lightning Connector - White,5000,Other Electronics,p39.jpg,"Control music and video playback
Answer and end calls
Works with all devices that have a Lightning connector and support iOS 10 or later, including iPod touch, iPad and iPhone."
40,Wireless Headphones,3500,Other Electronics,p40.jpg,Portability: Charging case has a streamlined design that fits easily in your pocket and comes with a lanyard that can be strapped to your backpack to keep it handy.
41,Power Bank Portable Phone Charger 30000mAh,5600,Other Electronics,p41.jpg,"Portable Charger with Two-Year Product Warranty. This Portable Mobile Phone Charger uses Market-Leading high quality LI-POLYMER ELECTRIC CORE battery to extend the using life. We are confident in the quality of our products, and we provide two-year warranty."
42,SYOSIN Selfie Stick,2500,Other Electronics,p42.jpg,Mini Folded Size and Light Weight -- 19 cm folding length that doesn't occupy too much space thus giving you more spaces when you travel. SYOSIN selfie stick is the best choice for you to record wonderful memories for you.
43,DR.Q HI-04 Projector with Projection Screen,50000,Other Electronics,p43.jpg,"This video projector features with an upgraded color light output as well as a native 1920 * 720P resolution and delivers a Full HD clear, dynamic and color vibrant image quality. With the latest 3LCD Technique and 80% enhanced Color Brightness compared with other typical projectors, as well as 90% increased White Brightness, this easy-to-operate & carry 4 Inch mini LCD projector is real value for money."
44,Fire TV Stick with Alexa Voice Remote,10600,Other Electronics,p44.jpg,"Latest release of our best-selling streaming device, 50% more powerful than the previous-generation Fire TV Stick (2019 release) for fast streaming in Full HD. Includes Alexa Voice Remote with power and volume buttons."
45,Samsung Galaxy S21 5G,250000,Mobile,p45.jpg,Exynos 2100 5nm smartphone processor brings all the performance you need. Packed with the oomph to rule your social feed while effortlessly keeping up with 8K video editing
46,Apple iPhone XR 64GB Black (Renewed),110000,Mobile,p46.jpg,"This pre-owned product is not Apple certified, but has been professionally inspected, tested and cleaned by Amazon-qualified suppliers."
47,Samsung Galaxy S20 Ultra 5G,300000,Mobile,p47.jpg,"48 MP Telephoto Camera; 40 MP Front Camera; 108 MP Wide Camera and a huge 100x Space Zoom to capture the world around you like never before
120 Hz 6.9 Inch Infinity-O Display: Experience every moment in full, edge-to-edge clarity"
48,Apple iPhone 8 64GB - Space Grey - Unlocked (Renewed),85000,Mobile,p48.jpg,"This pre-owned product is not Apple certified, but has been professionally inspected, tested and cleaned by Amazon-qualified suppliers."
49,Samsung Galaxy A21s,32000,Mobile,p49.jpg,"Mobile camera - 48 MP main camera, 2 MP depth camera, 8 MP ultra-wide camera, 2 MP Macro camera and 13 MP front facing camera
Mobile screen - TFT LCD Infinity-O display, with 6.5 Inch screen, 720 x 1600 pixel resolution, 409 ppi pixel density and 16 million colour support"
50,Blackview A70 4G Smartphones,25000,Mobile,p50.jpg,"As a cost-effective smartphone,Blackview A70 mobile phone is equipped with the world's latest Android 11 system.'Bubble Notification' function has been added to A70.When you receive a chat message,you can mount it as a floating window for easy viewing and replying.You can also view all the messages in the same place,or open the chat window anytime while performing multitasking,ensuring that you won't miss any important messages.A70 Smarthone is undoubtedly your best choice!"
